model,accuracy,precision,recall,f1,roc_auc,cv_best_roc_auc,selected
logistic_regression,0.8532608695652174,0.831858407079646,0.9215686274509803,0.8744186046511628,0.9275466284074605,0.887013355007935,False
random_forest,0.8369565217391305,0.8272727272727273,0.8921568627450981,0.8584905660377359,0.9283835485413678,0.8904319689143536,False
hist_gradient_boosting,0.8586956521739131,0.8454545454545455,0.9117647058823529,0.8773584905660377,0.9294595887135342,0.8839940507149178,True
